Source_Negative_Row,Source_Sequence_ID,Original_Acceptor_SMILES,Repaired_Acceptor_SMILES,Raw_RDKit_Parse_OK,Repaired_RDKit_Parse_OK,Modified,Repair_Count,Removed_Bracket_Positions_1Based,Repaired_Canonical_SMILES
755,754,S([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=C(C)C=C6,S([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=C(C)C=C6,False,True,True,1,57,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1
756,755,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC[Si](C)(C)C)O[C@H](COCC3=CC=CC=C3)[C@H]2O[C@H]4[C@@H]([C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H]](COCC6=CC=CC=C6)O4)N7C(=O)C=8C(C7=O)=CC=CC8)N9C(=O)C=%10C(C9=O)=CC=CC%10,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC[Si](C)(C)C)O[C@H](COCC3=CC=CC=C3)[C@H]2O[C@H]4[C@@H]([C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4)N7C(=O)C=8C(C7=O)=CC=CC8)N9C(=O)C=%10C(C9=O)=CC=CC%10,False,True,True,1,133,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OCC[Si](C)(C)C)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
757,756,O([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)[C@H]6[C@@H](OCC7=CC=CC=C7)[C@H](OCC8=CC=CC=C8)[C@@H](COCC9=CC=CC=C9)O[C@@H]6OCCCCCCCC,O([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)[C@H]6[C@@H](OCC7=CC=CC=C7)[C@H](OCC8=CC=CC=C8)[C@@H](COCC9=CC=CC=C9)O[C@@H]6OCCCCCCCC,False,True,True,1,57,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O
758,757,O([Si](C(C)(C)C)(C)C)[C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5,O([Si](C(C)(C)C)(C)C)[C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5,False,True,True,1,76,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1
759,758,O([C@H]1[C@@H]([C@@H](OCC=C)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@@H](OCC6=CC=CC=C6)[C@@H](COCC7=CC=CC=C7)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]5OCC8=CC=CC=C8,O([C@H]1[C@@H]([C@@H](OCC=C)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@@H](OCC6=CC=CC=C6)[C@@H](COCC7=CC=CC=C7)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]5OCC8=CC=CC=C8,False,True,True,1,49,C=CCO[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]2OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O
760,759,O([C@H]1[C@@H]([C@@H](OC(CCl)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=C(OC)C=C5,O([C@H]1[C@@H]([C@@H](OC(CCl)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=C(OC)C=C5,False,True,True,1,53,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(=O)CCl)[C@H]2N2C(=O)c3ccccc3C2=O)cc1
761,760,O(C(C)=O)[C@@H]1[C@H]([C@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N=[N+]=[N-])[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]2COCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]1O[C@H]5[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC6=CC=CC=C6)O5)N7C(=O)C=8C(C7=O)=CC=CC8)N9C(=O)C=%10C(C9=O)=CC=CC%10,O(C(C)=O)[C@@H]1[C@H]([C@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N=[N+]=[N-])[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]2COCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]1O[C@H]5[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O5)N7C(=O)C=8C(C7=O)=CC=CC8)N9C(=O)C=%10C(C9=O)=CC=CC%10,False,True,True,1,195,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O
762,761,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OC3=CC=C(OC)C=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OC3=CC=C(OC)C=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,False,True,True,1,135,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1
763,762,O([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@H](OC(C)=O)[C@@H](N=[N+]=[N-])[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]5COCC6=CC=CC=C6,O([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@H](OC(C)=O)[C@@H](N=[N+]=[N-])[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]5COCC6=CC=CC=C6,False,True,True,1,51,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O
764,763,O([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@H](OC(C)=O)[C@@H](N=[N+]=[N-])[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]5COCC6=CC=CC=C6,O([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@H](OC(C)=O)[C@@H](N=[N+]=[N-])[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]5COCC6=CC=CC=C6,False,True,True,1,51,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O
765,764,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,False,True,True,1,132,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
766,765,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,False,True,True,1,132,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
767,766,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,False,True,True,1,132,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
768,767,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,O(CC1=CC=CC=C1)[C@@H]2[C@H]([C@H](OCC3=CC=CC=C3)O[C@H](COCC4=CC=CC=C4)[C@H]2O[C@H]5[C@@H]([C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5)N8C(=O)C=9C(C8=O)=CC=CC9)N%10C(=O)C=%11C(C%10=O)=CC=CC%11,False,True,True,1,132,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
769,768,O([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)[C@@H]6[C@@H](OC(=O)C7=CC=CC=C7)[C@H](O[C@H]8[C@H](OCC9=CC=CC=C9)[C@@H](OCC%10=CC=CC=C%10)[C@H](OCC%11=CC=CC=C%11)O[C@@H]8COCC%12=CC=CC=C%12)O[C@H](COC(=O)C%13=CC=CC=N%13)[C@@H]6OCC%14=CC=CC=C%14,O([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)[C@@H]6[C@@H](OC(=O)C7=CC=CC=C7)[C@H](O[C@H]8[C@H](OCC9=CC=CC=C9)[C@@H](OCC%10=CC=CC=C%10)[C@H](OCC%11=CC=CC=C%11)O[C@@H]8COCC%12=CC=CC=C%12)O[C@H](COC(=O)C%13=CC=CC=N%13)[C@@H]6OCC%14=CC=CC=C%14,False,True,True,1,57,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COC(=O)c3ccccn3)O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCc4ccccc4)O[C@@H]3COCc3ccccc3)[C@@H]2OC(=O)c2ccccc2)O[C@@H]1COCc1ccccc1
770,769,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=CC=C5,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=CC=C5,False,True,True,1,51,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O
771,770,[Si](OC[C@H]1[C@@H](OC(C)=O)[C@@H](O[C@H]2[C@@H](N=[N+]=[N-])[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H]](CO[Si](C(C)(C)C)(C)C)O2)[C@H](N=[N+]=[N-])[C@@H](OC)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,[Si](OC[C@H]1[C@@H](OC(C)=O)[C@@H](O[C@H]2[C@@H](N=[N+]=[N-])[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H](CO[Si](C(C)(C)C)(C)C)O2)[C@H](N=[N+]=[N-])[C@@H](OC)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,False,True,True,1,103,CO[C@H]1O[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(C)=O)[C@@H](O[C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@@H]2N=[N+]=[N-])[C@@H]1N=[N+]=[N-]
772,771,O([C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCC6=CC=CC=C6)O[C@H](COCC7=CC=CC=C7)[C@@H]1OCC8=CC=CC=C8)[C@H]9[C@H](NC(C)=O)[C@@H](O[C@H]%10[C@@H](OCC%11=CC=CC=C%11)[C@H](OCC%12=CC=CC=C%12)[C@H](OCC%13=CC=CC=C%13)[C@H](C)O%10)[C@H](OC(=O)C)[C@@H]](COC%14=CC=C(OC)C=C%14)O9,O([C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCC6=CC=CC=C6)O[C@H](COCC7=CC=CC=C7)[C@@H]1OCC8=CC=CC=C8)[C@H]9[C@H](NC(C)=O)[C@@H](O[C@H]%10[C@@H](OCC%11=CC=CC=C%11)[C@H](OCC%12=CC=CC=C%12)[C@H](OCC%13=CC=CC=C%13)[C@H](C)O%10)[C@H](OC(=O)C)[C@@H](COC%14=CC=C(OC)C=C%14)O9,False,True,True,1,314,COc1ccc(OC[C@H]2O[C@@H](O[C@H]3[C@@H](OCc4ccccc4)[C@@H](COCc4ccccc4)O[C@@H](O[C@H]4[C@H](OCc5ccccc5)[C@@H](OCc5ccccc5)[C@H](OCC[Si](C)(C)C)O[C@@H]4COCc4ccccc4)[C@@H]3OCc3ccccc3)[C@H](NC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H]3OCc3ccccc3)[C@@H]2OC(C)=O)cc1
773,772,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=C(F)C=C5,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=C(F)C=C5,False,True,True,1,51,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccc(F)cc2)[C@@H]1N1C(=O)c2ccccc2C1=O
774,773,O([C@@H]1[C@@H](OC(=O)C2=CC=CC=C2)[C@H](O[C@H]3[C@H](OC(=O)C4=CC=CC=C4)[C@@H](OC(=O)C5=CC=CC=C5)[C@H](OCCN=[N+]=[N-])O[C@@H]3COC(=O)C6=CC=CC=C6)O[C@H](COC(=O)C7=CC=CC=C7)[C@@H]1OC(=O)C8=CC=CC=C8)[C@H]9[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](O[C@H]%10[C@@H](OCC%11=CC=CC=C%11)[C@H](OC(=O)C%12=CC=CC=C%12)[C@H](OC(=O)C%13=CC=CC=C%13)[C@H](C)O%10)[C@H](OC(=O)C)[C@@H]](COCC%14=CC=CC=C%14)O9,O([C@@H]1[C@@H](OC(=O)C2=CC=CC=C2)[C@H](O[C@H]3[C@H](OC(=O)C4=CC=CC=C4)[C@@H](OC(=O)C5=CC=CC=C5)[C@H](OCCN=[N+]=[N-])O[C@@H]3COC(=O)C6=CC=CC=C6)O[C@H](COC(=O)C7=CC=CC=C7)[C@@H]1OC(=O)C8=CC=CC=C8)[C@H]9[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](O[C@H]%10[C@@H](OCC%11=CC=CC=C%11)[C@H](OC(=O)C%12=CC=CC=C%12)[C@H](OC(=O)C%13=CC=CC=C%13)[C@H](C)O%10)[C@H](OC(=O)C)[C@@H](COCC%14=CC=CC=C%14)O9,False,True,True,1,356,CC(=O)O[C@H]1[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]2OCc2ccccc2)[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](COC(=O)c3ccccc3)O[C@@H](O[C@H]3[C@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@H](OCCN=[N+]=[N-])O[C@@H]3COC(=O)c3ccccc3)[C@@H]2OC(=O)c2ccccc2)O[C@@H]1COCc1ccccc1
775,774,[Si](OC[C@H]1[C@@H](O[C@@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H]](COCC4=CC5=C(C=C4)C=CC=C5)O2)[C@H](OCC6=CC=CC=C6)[C@@H](OC(CCC(C)=O)=O)[C@H](OCC=C)O1)(C(C)(C)C)(C7=CC=CC=C7)C8=CC=CC=C8,[Si](OC[C@H]1[C@@H](O[C@@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H](COCC4=CC5=C(C=C4)C=CC=C5)O2)[C@H](OCC6=CC=CC=C6)[C@@H](OC(CCC(C)=O)=O)[C@H](OCC=C)O1)(C(C)(C)C)(C7=CC=CC=C7)C8=CC=CC=C8,False,True,True,1,91,C=CCO[C@@H]1O[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O[C@H]2O[C@H](COCc3ccc4ccccc4c3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2NC(=O)C(F)(F)F)[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O
776,775,O([C@@H]1[C@H]([C@H](SCC)O[C@H](COCC2=CC=CC=C2)[C@H]1O)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@H](OC(=O)C)[C@@H]](OCC6=CC=CC=C6)[C@@H](OCC7=CC=CC=C7)[C@@H](COCC8=CC=CC=C8)O5,O([C@@H]1[C@H]([C@H](SCC)O[C@H](COCC2=CC=CC=C2)[C@H]1O)N3C(=O)C=4C(C3=O)=CC=CC4)[C@H]5[C@H](OC(=O)C)[C@@H](OCC6=CC=CC=C6)[C@@H](OCC7=CC=CC=C7)[C@@H](COCC8=CC=CC=C8)O5,False,True,True,1,107,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O
777,776,O([C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCC6=CC=CC=C6)O[C@H](COCC7=CC=CC=C7)[C@@H]1OCC8=CC=CC=C8)[C@H]9[C@H](NC(CCC)=O)[C@@H](OCC%10=CC=CC=C%10)[C@H](OC(=O)C)[C@@H]](COCC%11=CC=CC=C%11)O9,O([C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCC6=CC=CC=C6)O[C@H](COCC7=CC=CC=C7)[C@@H]1OCC8=CC=CC=C8)[C@H]9[C@H](NC(CCC)=O)[C@@H](OCC%10=CC=CC=C%10)[C@H](OC(=O)C)[C@@H](COCC%11=CC=CC=C%11)O9,False,True,True,1,239,CCCC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1
778,777,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OC(OCC3C=4C(C=5C3=CC=CC5)=CC=CC4)=O)[C@H](OCC(OC(C)(C)C)=O)O[C@H]1C(OC)=O)[C@@H]6[C@H](NC(C(F)(F)F)=O)[C@@H](OCC7=CC=CC=C7)[C@H](OC(=O)C)[C@@H]](COCC8=CC9=C(C=C8)C=CC=C9)O6,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OC(OCC3C=4C(C=5C3=CC=CC5)=CC=CC4)=O)[C@H](OCC(OC(C)(C)C)=O)O[C@H]1C(OC)=O)[C@@H]6[C@H](NC(C(F)(F)F)=O)[C@@H](OCC7=CC=CC=C7)[C@H](OC(=O)C)[C@@H](COCC8=CC9=C(C=C8)C=CC=C9)O6,False,True,True,1,179,COC(=O)[C@@H]1O[C@@H](OCC(=O)OC(C)(C)C)[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F
