Sample_ID,Pair_ID,Parent_ID,Parent_Reaction_ID,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Solvent,Solvent_SMILES,has_solvent,Catalyst,Catalyst_SMILES,has_catalyst,Temp_C,has_temp,Time_min,has_time,Target_C4_Index,Target_O4_Index,split_pair_group,Source_Negative_Row,Source_Sequence_ID,Bracket_Repair_Used,Structure_Group_Size,Mapping_Method,Mapping_Cost,Structure_Verification
NEG-1042,PAIR-31-013-CAS-2224404,1042,31-013-CAS-2224404,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@@H](c3cccc4ccccc34)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,COc1ccc(OC[C@H]2O[C@H](OC)[C@H](NC(=O)OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@H](OC)[C@H](NC(=O)OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2O)cc1,thioglycoside,Dichloromethane,ClCCl,1,Diphenyl sulfoxide,O=S(C=1C=CC=CC1)C=2C=CC=CC2,1,0.0,1,30.0,1,34,35,test,620,619,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1043,PAIR-31-013-CAS-19733121,1043,31-013-CAS-19733121,o4_acetylated,0,CC(=O)CCC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)CCC(=O)OC[C@@H]1O[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)CCC(=O)OC[C@@H]1O[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane;Diethyl ether,ClCCl;O(CC)CC,1,Triethylamine,N(CC)(CC)CC,1,-78.0,1,10.0,1,63,64,test,621,620,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-1044,PAIR-31-013-CAS-1611774,1044,31-013-CAS-1611774,o4_acetylated,0,C[C@@H]1O[C@@H](Sc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@@H]1O[C@H](CO[Si](C)(C)C(C)(C)C(C)C)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@@H]1O[C@H](CO[Si](C)(C)C(C)(C)C(C)C)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,1-(Phenylsulfonyl)piperidine,O=S(=O)(C=1C=CC=CC1)N2CCCCC2,1,-60.0,1,,0,16,17,train,622,621,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1045,PAIR-31-013-CAS-7954210,1045,31-013-CAS-7954210,o4_acetylated,0,CCS[C@@H]1O[C@@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)CCC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Sulfobromophthalein,[Na].O=C1OC(C2=CC=C(O)C(=C2)S(=O)(=O)O)(C3=CC=C(O)C(=C3)S(=O)(=O)O)C=4C(Br)=C(Br)C(Br)=C(Br)C14,1,25.0,1,30.0,1,14,15,train,623,622,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1046,PAIR-31-013-CAS-6494035,1046,31-013-CAS-6494035,o4_acetylated,0,CC(=O)CCC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,COC(=O)CCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl,COC(=O)CCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,0.0,1,30.0,1,22,23,val,624,623,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1047,PAIR-31-013-CAS-12680725,1047,31-013-CAS-12680725,o4_acetylated,0,COC(=O)[C@H]1O[C@@H](Sc2ccccc2)[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)O[C@H]1[C@@H]2OCc1ccccc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@@H]3OC(=O)N[C@@H]23)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]3OC(=O)N[C@@H]23)cc1,thioglycoside,Dichloromethane,ClCCl,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,-40.0,1,60.0,1,19,20,train,625,624,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1048,PAIR-31-013-CAS-10860550,1048,31-013-CAS-10860550,o4_acetylated,0,COC(=O)[C@H]1O[C@@H](Sc2ccccc2)[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)O[C@H]1[C@@H]2OCc1ccccc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@@H]3OC(=O)N[C@@H]23)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@@H]3OC(=O)N[C@@H]23)cc1,thioglycoside,Dichloromethane,ClCCl,1,Diphenyl sulfoxide,O=S(C=1C=CC=CC1)C=2C=CC=CC2,1,-60.0,1,10.0,1,19,20,train,626,625,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1059,PAIR-31-013-CAS-12919728,1059,31-013-CAS-12919728,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](OCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Pyridine,N=1C=CC=CC1,1,25.0,1,120.0,1,27,28,train,627,626,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1063,PAIR-31-301-CAS-8308590,1063,31-301-CAS-8308590,o4_acetylated,0,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(Cc1ccccc1)C(C)=O,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(Cc1ccccc1)C(C)=O,thioglycoside,Dichloromethane,ClCCl,1,Sodium bicarbonate,[Na].O=C(O)O,1,,0,,0,14,15,train,629,628,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1064,PAIR-31-013-CAS-21762125,1064,31-013-CAS-21762125,o4_acetylated,0,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@H](c4ccccc4)O[C@@H]3[C@H](O[Si](C)(C)C(C)(C)C)[C@H]2OC(=O)OCC2c3ccccc3-c3ccccc32)cc1,COC(=O)CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(C)=O,COC(=O)CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(C)=O,thioglycoside,Dichloromethane,ClCCl,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,,0,,0,18,19,train,630,629,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1066,PAIR-31-013-CAS-19733123,1066,31-013-CAS-19733123,o4_acetylated,0,CC(=O)CCC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@@H](COC(=O)CCC(C)=O)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)CCC(=O)OC[C@@H]1O[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)CCC(=O)OC[C@@H]1O[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane;Diethyl ether,ClCCl;O(CC)CC,1,Triethylamine,N(CC)(CC)CC,1,-78.0,1,10.0,1,63,64,train,631,630,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-1069,PAIR-31-013-CAS-12798014,1069,31-013-CAS-12798014,o4_acetylated,0,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OC(=O)OCC1c2ccccc2-c2ccccc21,CO[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,1-(Phenylsulfonyl)piperidine,O=S(=O)(C=1C=CC=CC1)N2CCCCC2,1,-20.0,1,,0,10,11,val,634,633,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1071,PAIR-31-013-CAS-6440966,1071,31-013-CAS-6440966,o4_acetylated,0,CCS[C@@H]1O[C@H](COC(=O)CCC(C)=O)[C@H](OCc2ccccc2)[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,COc1ccc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2NC(=O)C(Cl)(Cl)Cl)cc1,COc1ccc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2NC(=O)C(Cl)(Cl)Cl)cc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,-40.0,1,30.0,1,20,21,train,635,634,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1073,PAIR-31-301-CAS-3738842,1073,31-301-CAS-3738842,o4_acetylated,0,O=S(c1ccccc1)[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,-60.0,1,10.0,1,14,15,train,636,635,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1074,PAIR-31-301-CAS-14975289,1074,31-301-CAS-14975289,o4_acetylated,0,O=S(c1ccccc1)[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,,0,,0,14,15,train,637,636,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1075,PAIR-31-301-CAS-2565946,1075,31-301-CAS-2565946,o4_acetylated,0,O=S(c1ccccc1)[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,,0,,0,14,15,train,638,637,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1076,PAIR-31-301-CAS-13905288,1076,31-301-CAS-13905288,o4_acetylated,0,O=S(c1ccccc1)[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,Sodium chloride,[Na]Cl,1,-60.0,1,,0,14,15,train,639,638,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1077,PAIR-31-013-CAS-13815318,1077,31-013-CAS-13815318,o4_acetylated,0,C=CCO[C@H]1[C@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@@H](SC(C)C)[C@@H]1OC(=O)c1ccccc1,COc1ccc(O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(C)=O)[C@H](OC(=O)c3ccccc3)[C@H]2NC(=O)C(Cl)(Cl)Cl)cc1,COc1ccc(O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2NC(=O)C(Cl)(Cl)Cl)cc1,thioglycoside,Dichloromethane;Triethylamine,ClCCl;N(CC)(CC)CC,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-25.0,1,180.0,1,20,21,train,640,639,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-1078,PAIR-31-013-CAS-4033104,1078,31-013-CAS-4033104,o4_acetylated,0,CCS[C@@H]1O[C@@H]2COC(c3ccccc3)O[C@@H]2[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,COc1ccc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2NC(=O)C(Cl)(Cl)Cl)cc1,COc1ccc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2NC(=O)C(Cl)(Cl)Cl)cc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,-40.0,1,30.0,1,20,21,train,641,640,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1079,PAIR-31-013-CAS-21762120,1079,31-013-CAS-21762120,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1OC(C)=O,COC(=O)CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,COC(=O)CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,thioglycoside,Dichloromethane,ClCCl,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,-20.0,1,20.0,1,18,19,train,642,641,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1083,PAIR-31-013-CAS-19191565,1083,31-013-CAS-19191565,o4_acetylated,0,CC(=O)CCC(=O)O[C@H]1[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](C)O[C@@H]1Sc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCCNC(=O)OCc2ccccc2)O[C@@H]1COCc1ccccc1,O=C(NCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl)OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,25.0,1,30.0,1,4,3,train,643,642,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1085,PAIR-31-614-CAS-36914120,1085,31-614-CAS-36914120,o4_acetylated,0,COC(=O)[C@@H]1OC(Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCC#C[Si](C(C)C)(C(C)C)C(C)C,CC(=O)CCC(=O)OC[C@H]1O[C@H](OCCN=[N+]=[N-])[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)CCC(=O)OC[C@H]1O[C@H](OCCN=[N+]=[N-])[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,Dichloromethane;Toluene,ClCCl;C=1C=CC(=CC1)C,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,25.0,1,60.0,1,37,38,test,644,643,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-1086,PAIR-31-013-CAS-6864875,1086,31-013-CAS-6864875,o4_acetylated,0,CC(C)(C)OC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1cccc2ccccc12,CO[C@H]1O[C@H](COC(=O)CCl)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COC(=O)CCl)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,30.0,1,11,12,train,645,644,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1087,PAIR-31-013-CAS-7641455,1087,31-013-CAS-7641455,o4_acetylated,0,CC(=O)CCC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)CCC(=O)OC[C@@H]1O[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)CCC(=O)OC[C@@H]1O[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane;Diethyl ether,ClCCl;O(CC)CC,1,Silver triflate,[Ag].O=S(=O)(O)C(F)(F)F,1,25.0,1,30.0,1,63,64,val,646,645,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-1088,PAIR-31-013-CAS-10471119,1088,31-013-CAS-10471119,o4_acetylated,0,c1ccc(COC[C@H]2O[C@@H](Sc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CO[C@@H]1O[C@H](CO[Si](C)(C)C(C)(C)C(C)C)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@@H]1O[C@H](CO[Si](C)(C)C(C)(C)C(C)C)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,1-(Phenylsulfonyl)piperidine,O=S(=O)(C=1C=CC=CC1)N2CCCCC2,1,-60.0,1,,0,16,17,train,647,646,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1090,PAIR-31-013-CAS-2504738,1090,31-013-CAS-2504738,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](OC(=O)CCl)[C@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Pyridine,N=1C=CC=CC1,1,25.0,1,120.0,1,27,28,train,648,647,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1093,PAIR-31-013-CAS-21359720,1093,31-013-CAS-21359720,o4_acetylated,0,C=CCOC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OC(=O)CCC(C)=O)[C@@H](C(=O)OC)O[C@H]1Sc1ccc(C)cc1,COC(=O)[C@@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OC)O[C@@H]2COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N[C@@H]12,COC(=O)[C@@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OC)O[C@@H]2COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](O)[C@@H]2OC(=O)N[C@@H]12,thioglycoside,Acetonitrile,N#CC,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,,0,,0,71,72,train,649,648,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1094,PAIR-31-013-CAS-3854222,1094,31-013-CAS-3854222,o4_acetylated,0,C=CCOC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OC(=O)CCC(C)=O)[C@@H](C(=O)OC)O[C@H]1Sc1ccc(C)cc1,COC(=O)[C@@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OC)O[C@@H]2COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N[C@@H]12,COC(=O)[C@@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OC)O[C@@H]2COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](O)[C@@H]2OC(=O)N[C@@H]12,thioglycoside,Acetonitrile,N#CC,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,,0,,0,71,72,train,650,649,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-1095,PAIR-31-013-CAS-12570705,1095,31-013-CAS-12570705,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,1-(Phenylsulfonyl)piperidine,O=S(=O)(C=1C=CC=CC1)N2CCCCC2,1,-60.0,1,,0,14,15,train,651,650,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-1096,PAIR-31-013-CAS-8679459,1096,31-013-CAS-8679459,o4_acetylated,0,CCS[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,,0,,0,14,15,train,652,651,True,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
